impression_event_id,query_id,search_event_id,user_id,session_id,event_ts,search_mode,merchant_id,merchant_name,rank_position,base_rank_score,final_rank_score,distance_km,route_distance_proxy,detour_proxy,reason_tags
imp_evt_00184,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:11:14+00:00,nearby,ChIJvxjCZQArdTERbx0gfTlKUB8,Tiệm Rửa Xe ÔTÔ & Xe Máy Dũng Hoàng,37,0.370864,0.289552,3.115216500327322,,,close|high_rating|service_rich|exterior_wash|car_supported
imp_evt_00185,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:11:16+00:00,nearby,ChIJzcBUKSUpdTERVr4l5CEefjo,Dịch vụ rửa xe Bo,38,0.345864,0.28066,3.079144016892202,,,close|high_rating|exterior_wash|car_supported
imp_evt_00186,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:02+00:00,nearby,ChIJaRNnpqUpdTERc_-eo8TslVY,Prime Shine Detailing - Rửa Xe Ô Tô Tân Bình- Giữ Xe 24/24,1,0.708081,0.746267,1.1287576827741128,,,very_close|high_rating|trusted|open_now|service_rich|exterior_wash|detailing
imp_evt_00187,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:04+00:00,nearby,ChIJ7RD6mUQpdTERda6cUV17nPc,Rửa xe máy,2,0.652753,0.737577,0.4927593559575762,,,very_close|open_now|service_rich|exterior_wash|car_supported
imp_evt_00188,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:06+00:00,nearby,ChIJ1ZUpBBEpdTERVTiWZz1qDEM,DIAMOND DETAILING - Chăm sóc xe chuyên nghiệp Tân Bình,3,0.718683,0.725984,1.633554810890475,,,close|high_rating|popular|trusted|open_now|service_rich|exterior_wash|detailing
imp_evt_00189,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:08+00:00,nearby,ChIJF18FEjLXdDER2esvX8ZJRtg,VinaWash - Tân Phú,4,0.799411,0.724484,2.1410755970111706,,,close|high_rating|popular|trusted|open_now|exterior_wash|car_supported
imp_evt_00190,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:10+00:00,nearby,ChIJ8fZM-OwvdTER_f1tQEM9__I,Rửa xe Ô Tô - Xe Máy Kiết Lân,5,0.656308,0.703888,1.2759383778293043,,,very_close|high_rating|open_now|service_rich|exterior_wash|car_supported
imp_evt_00191,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:12+00:00,nearby,ChIJ4125gUwpdTERrnzAA-z9GJs,TIỆM RỬA XE THAY NHỚT 25,6,0.602932,0.694927,0.8387097054021913,,,very_close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00192,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:14+00:00,nearby,ChIJE15xZR8pdTERjhHTMKfts8c,Trung tâm chăm sóc xe Phước Thắng,7,0.694856,0.684902,2.1086125243380587,,,close|high_rating|trusted|open_now|service_rich|exterior_wash|detailing
imp_evt_00193,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:16+00:00,nearby,ChIJqyScx6gvdTERn7780zpzSEs,Rửa xe Trọng Hữu,8,0.665363,0.666911,2.141990802647063,,,close|high_rating|trusted|open_now|exterior_wash|car_supported
imp_evt_00194,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:18+00:00,nearby,ChIJZcCZ49MrdTERqM8yPq0EMxs,Rửa xe 326,9,0.649001,0.660899,2.05592883084879,,,close|high_rating|trusted|open_now|exterior_wash|car_supported
imp_evt_00195,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:20+00:00,nearby,ChIJd1yMf7YvdTERJDoGEVtrQy0,RỬA XE CHĂM SÓC XE Ô TÔ CHUYÊN NGHIỆP - LUX AUTO DETAILING,10,0.612205,0.660587,1.4326478781436816,,,very_close|open_now|service_rich|exterior_wash|detailing
imp_evt_00196,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:22+00:00,nearby,ChIJaWwZs_8rdTERZRVK4X5LewY,Trung Tâm Nâng Cấp & Phụ Kiện Ô Tô - VICARE AUTO,11,0.730245,0.650475,3.1199636635888974,,,close|high_rating|trusted|open_now|service_rich|exterior_wash|interior_cleaning
imp_evt_00197,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:24+00:00,nearby,ChIJJaJF2-UrdTERHMb_1brVrU8,Gara Phú Thịnh Auto,12,0.675213,0.646972,2.6312728252786104,,,close|high_rating|trusted|open_now|exterior_wash|car_supported
imp_evt_00198,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:26+00:00,nearby,ChIJLeRnKbUpdTERnp0hBlwn0es,TIỆM RỬA XE HỒNG PHÚC,13,0.567296,0.641985,1.052590778176712,,,very_close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00199,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:28+00:00,nearby,ChIJR49LHcItdTERIiTJj8DLsa0,XE ĐẸP DETAILING - ĐỘ XE Ô TÔ - ĐỖ XE 24/24 - RỬA XE,14,0.748584,0.636251,3.5627445179136683,,,close|high_rating|popular|trusted|open_now|service_rich|exterior_wash|detailing
imp_evt_00200,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:30+00:00,nearby,ChIJ0ajBbwArdTERR-yB5ICf2Rw,RS Car Detail | Chăm sóc xe có tâm,15,0.641728,0.633076,2.443484433631362,,,close|high_rating|open_now|service_rich|exterior_wash|detailing
imp_evt_00201,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:32+00:00,nearby,ChIJbeOvk1cpdTERJuxjZlCAdHg,Tiệm Rửa Xe Bảo Minh,16,0.558068,0.627439,1.2828353467104454,,,very_close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00202,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:34+00:00,nearby,ChIJoSAZrJErdTERxuO2wsJ14fI,Tiệm rửa xe máy Phước,17,0.603932,0.625277,1.8072131735449704,,,close|high_rating|open_now|service_rich|exterior_wash|car_supported
imp_evt_00203,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:36+00:00,nearby,ChIJlZpef4grdTER7hfoHz9oAQM,Dịch Vụ Rửa Xe Tự Động Tiên Tiến,18,0.593572,0.621419,1.934912703179877,,,close|open_now|service_rich|exterior_wash|fast_lane
imp_evt_00204,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:38+00:00,nearby,ChIJ5WuTUBgrdTERtF8COGP7HMk,Shitek Auto Detailing Tân Phú,19,0.630308,0.610701,2.6351138948516257,,,close|high_rating|open_now|service_rich|exterior_wash|detailing
imp_evt_00205,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:40+00:00,nearby,ChIJuTqPJXQpdTERyZA9HLklfaY,Rửa xe,20,0.578932,0.610665,1.846441283046049,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00206,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:42+00:00,nearby,ChIJa0Ioe3kvdTERneUe8H-ItFc,Rửa xe bọt tuyết 34,21,0.558068,0.610173,1.603474808829288,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00207,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:44+00:00,nearby,ChIJx7Jetc4udTERaURpkyVmgdg,Tiệm Rửa Xe Dân Trí,22,0.669455,0.604792,2.4979262638867183,,,close|high_rating|trusted|open_now|exterior_wash|car_supported
imp_evt_00208,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:46+00:00,nearby,ChIJsUb44OErdTERLZRoEGZHttc,Rửa xe tự động Tiến Bộ,23,0.570864,0.601164,1.8554813663057876,,,close|high_rating|open_now|service_rich|exterior_wash|fast_lane
imp_evt_00209,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:48+00:00,nearby,ChIJkSQ5sOsvdTERcNDqTNVgDCY,Rửa xe 79 Lý Thường Kiệt,24,0.58616,0.599657,2.2764772591170974,,,close|open_now|exterior_wash|car_supported
imp_evt_00210,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:50+00:00,nearby,ChIJZaU-GN8odTERlgCuwcK_Qt4,Rửa Xe Bi,25,0.713417,0.594876,4.0603867417416115,,,high_rating|popular|trusted|open_now|exterior_wash|car_supported
imp_evt_00211,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:52+00:00,nearby,ChIJC8RJnIwvdTER83b1UlHd4Xs,Rửa xe Vườn Lài,26,0.545864,0.594744,1.7425544864168008,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00212,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:54+00:00,nearby,ChIJgTH9XeQrdTERgB-2deLVAZc,Rửa Xe Hà Anh,27,0.596819,0.589525,2.383558396966724,,,close|high_rating|trusted|open_now|exterior_wash|car_supported
imp_evt_00213,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:56+00:00,nearby,ChIJ_-SKGKoudTERHDEBvqz3CPU,Rửa Xe - Thay Nhớt Thuạn Lợi,28,0.545864,0.587896,1.8697421540520207,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00214,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:58+00:00,nearby,ChIJsWLDPNIrdTERTFyKf-ULxM4,Rửa Xe Máy - Ô tô,29,0.565944,0.584192,2.03962069232157,,,close|high_rating|open_now|service_rich|exterior_wash|car_supported
imp_evt_00215,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:00+00:00,nearby,ChIJBVGXtx4pdTERLe9VRcHr_Ao,Rửa xe hơi,30,0.501728,0.58343,1.2761925256315578,,,very_close|open_now|exterior_wash|car_supported
imp_evt_00216,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:02+00:00,nearby,ChIJlyvZpuQrdTERgPYy_5tbByM,Tiệm Rửa Xe - Thay Nhớt Ô Tô,31,0.558068,0.578905,2.1841694402408245,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00217,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:04+00:00,nearby,ChIJPQ8m-2EpdTERZKS8WSDmA08,Vá Vỏ Lưu Động - Rửa Xe ô tô Quận Tân Bình - Phượng Lân,32,0.69339,0.578599,3.4691234545557825,,,close|trusted|open_now|exterior_wash|car_supported
imp_evt_00218,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:06+00:00,nearby,ChIJz1mTmFIpdTERjiD69zHhYcU,Rửa Xe 91-93,33,0.449932,0.57772,0.7404043430945959,,,very_close|open_now|exterior_wash
imp_evt_00219,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:08+00:00,nearby,ChIJuebhunwpdTER11Ktb4AyQSg,"Trung tâm chăm sóc, đồ chơi xe hơi Since 1985 Auto",34,0.658455,0.572832,3.8343408367432312,,,close|high_rating|trusted|open_now|exterior_wash|car_supported
imp_evt_00220,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:10+00:00,nearby,ChIJmR_HbS8rdTERW_MPC6TllGQ,Rửa xe,35,0.545864,0.569197,2.2169948888782596,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00221,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:12+00:00,nearby,ChIJgSi0jeArdTERVfVaVYFHD1I,Tiệm Rửa Xe 33,36,0.558068,0.568589,2.375752283939407,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00222,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:14+00:00,nearby,ChIJfXakHRkpdTER1n5X5stG_RM,Tiệm Rửa Xe Duy,37,0.608068,0.567708,3.3206830358123764,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00223,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:16+00:00,nearby,ChIJFXXccH8pdTERiiAE5msivWA,Rửa xe oto xe máy Lê Sơn,38,0.63514,0.563152,3.3237231803815868,,,close|high_rating|trusted|open_now|service_rich|exterior_wash|car_supported
imp_evt_00224,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:18+00:00,nearby,ChIJwYnMSAAtdTERnVEwCXlMctE,Rửa xe máy - ô tô,39,0.658572,0.560651,3.9920342586476383,,,close|high_rating|open_now|service_rich|exterior_wash|car_supported
imp_evt_00225,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:20+00:00,nearby,ChIJX6NdyzEpdTERJfHT9Uw_bMU,Rửa xe Nguyễn Thái Bình,40,0.473389,0.560156,1.3070648090553172,,,very_close|open_now|exterior_wash
imp_evt_00226,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:22+00:00,nearby,ChIJyYragc0pdTERJZUvuZwEEEc,SG Auto Detailing,41,0.704536,0.559945,4.5461867174619615,,,high_rating|trusted|open_now|service_rich|exterior_wash|detailing
imp_evt_00227,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:24+00:00,nearby,ChIJT_0lGQArdTERaQb3NJy4Io8,Trung tâm chăm sóc rửa xe Anh Em,42,0.628932,0.540909,4.070469621000951,,,high_rating|open_now|exterior_wash|car_supported
imp_evt_00228,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:26+00:00,nearby,ChIJV85ZmMwtdTERpyNN1B1pnN0,Bờm Auto - Thuê xe tự lái & rửa xe,43,0.693348,0.539554,4.8739614821190695,,,high_rating|trusted|open_now|exterior_wash|car_supported
imp_evt_00229,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:28+00:00,nearby,ChIJv7ct6zMvdTERf-RfP3cNIyk,Rửa Xe 170,44,0.811,0.536358,5.731919009765114,,,high_rating|popular|trusted|open_now|exterior_wash|car_supported
imp_evt_00230,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:30+00:00,nearby,ChIJ9Vs22kovdTERow6znv_rO8k,Sửa - rửa xe HOÀNG THƯƠNG,45,0.645889,0.535888,4.311327552341029,,,high_rating|trusted|open_now|exterior_wash|motorbike_supported
imp_evt_00231,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:32+00:00,nearby,ChIJt4iAA9QpdTERYuimTqEKPUg,D superwash,46,0.608068,0.532437,3.9757170653130176,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00232,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:34+00:00,nearby,ChIJ1YVX-igvdTERaJMz766nH6U,Tiệm Rửa Xe 39,47,0.718153,0.531851,4.636504229415693,,,popular|trusted|open_now|exterior_wash|car_supported
imp_evt_00233,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:36+00:00,nearby,ChIJ71DAuAEsdTERTkng6PCOjp8,RỬA XE CƯỜNG,48,0.49314,0.531599,2.0061310551750733,,,close|open_now|exterior_wash|car_supported
imp_evt_00234,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:38+00:00,nearby,ChIJm1O96dIudTERcD1jU6rlpNI,Tiệm Rửa Xe 67,49,0.547228,0.531361,2.89318860723533,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00235,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:40+00:00,nearby,ChIJCQmWVNMvdTERNLWPf_PE3WE,An Khang Detailing - Xưởng chăm xe vui vẻ,50,0.704536,0.52933,5.114765492757162,,,high_rating|trusted|open_now|service_rich|exterior_wash|detailing
imp_evt_00236,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:42+00:00,nearby,ChIJexLMReMrdTERBdtmTTwDRAA,Tiệm Rửa Xe Bọt Tuyết - Thay Nhớt Khánh Nhân,51,0.480864,0.529034,2.03431983288751,,,close|open_now|exterior_wash|car_supported
imp_evt_00237,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:44+00:00,nearby,ChIJeUtNRwAvdTEReYPFG0EmXTA,Rửa xe oto xe máy SBS,52,0.781404,0.528088,5.543912058238868,,,high_rating|trusted|open_now|service_rich|exterior_wash|car_supported
imp_evt_00238,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:46+00:00,nearby,ChIJ9xOW4RErdTERn0I4o_CR9J0,Tổng Kho Thiết Bị Rửa Xe Hồ Chí Minh - Miền Nam,53,0.705308,0.527704,4.6872004481527,,,high_rating|trusted|open_now|exterior_wash|car_supported
imp_evt_00239,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:48+00:00,nearby,ChIJVXwIZgApdTER5YaO1M_iXx0,RỬA XE MÁY 297,54,0.618308,0.525874,4.164041867430463,,,high_rating|open_now|exterior_wash|motorbike_supported
imp_evt_00240,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:50+00:00,nearby,ChIJTaV9egApdTERWHqpwsaIPBA,Tèo rửa xe thay nhớt,55,0.598444,0.525464,4.058856899688519,,,high_rating|open_now|exterior_wash
imp_evt_00241,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:52+00:00,nearby,ChIJg3q4BHMpdTERTvfOjDMAfnw,Trung tâm Chăm sóc xe chuyên nghiệp Minh Huy,56,0.741238,0.524476,4.8012328678590634,,,high_rating|trusted|open_now|service_rich|exterior_wash|detailing
imp_evt_00242,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:54+00:00,nearby,ChIJT53MetordTERYUcGsCKCEdw,GRAGE - RỬA XE HOÀNG BÁCH OIL DEPOT,57,0.573444,0.524057,3.3885632896772395,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00243,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:56+00:00,nearby,ChIJsVkt-KstdTERJRNTjAS1Kng,Rửa Xe Bình Long,58,0.564072,0.522444,3.2623140851366994,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00244,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:58+00:00,nearby,ChIJg_HsuhsrdTERiEPArN9ppyk,Tư Vấn Mở Tiệm Rửa Xe Ô Tô Xe Máy TEARU,59,0.701137,0.520516,4.643091483718847,,,high_rating|trusted|open_now|service_rich|exterior_wash|car_supported
imp_evt_00245,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:00+00:00,nearby,ChIJz-Ha0L0udTERtKlii4wCgYY,Rửa Xe 427,60,0.545864,0.519508,3.139802743174278,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00246,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:02+00:00,nearby,ChIJE_yWQ6MudTERPyxFeTTaMm0,Rửa xe Hiệp Toàn,61,0.737924,0.519259,5.1665247870378606,,,high_rating|popular|trusted|open_now|exterior_wash|car_supported
imp_evt_00247,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:04+00:00,nearby,ChIJz4WbAOUpdTERs9rK7CsKajA,Quang Trung Auto,62,0.626389,0.518884,4.348541554101681,,,high_rating|open_now|exterior_wash|car_supported
imp_evt_00248,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:06+00:00,nearby,ChIJ85Fp_6otdTERGmUNEVAXaBs,Rưa xe Nhựt Linh,63,0.595864,0.517075,4.113559785317028,,,high_rating|open_now|exterior_wash|car_supported
imp_evt_00249,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:08+00:00,nearby,ChIJ6yzjcqAvdTERcvVFrDNFz_M,RỬA XE 148,64,0.632128,0.516104,4.625353243207097,,,high_rating|trusted|open_now|exterior_wash
imp_evt_00250,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:10+00:00,nearby,ChIJD8_xMecrdTERbto7m7NZdcg,Tiệm Rửa Xe Bảo Hoàng,65,0.501728,0.514119,2.5633983704003263,,,close|open_now|exterior_wash|car_supported
imp_evt_00251,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:12+00:00,nearby,ChIJLUc60dYodTERVRhGesrzQM8,"Vòi rửa xe, máy bơm rửa xe",66,0.616728,0.513242,4.436826929882504,,,high_rating|open_now|exterior_wash|motorbike_supported
imp_evt_00252,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:14+00:00,nearby,ChIJAxwRPmwvdTERJPonxNY8yCU,VinaWash Phú Nhuận,67,0.718807,0.512816,5.026567108864068,,,popular|trusted|open_now|exterior_wash|car_supported
imp_evt_00253,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:16+00:00,nearby,ChIJeREh3fwpdTEREu1cZPxtdPc,"GodiCar Care Center - Spa Xe Oto, Xe Máy, Rửa Xe, Thay Nhớt, Dịch Vụ Trông Giữ Xe 24/24",68,0.611592,0.511229,3.890579870675427,,,close|high_rating|open_now|service_rich|exterior_wash|detailing
imp_evt_00254,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:18+00:00,nearby,ChIJPZmXbh8rdTERGxpIuP3LKdg,Rửa xe ô tô xe máy,69,0.57416,0.509038,3.448691835062,,,close|open_now|service_rich|exterior_wash|car_supported
imp_evt_00255,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:20+00:00,nearby,ChIJxa8x3tEodTERlTMK1pUYjO4,Rửa Xe 192 - Phú Nhuận,70,0.710547,0.505996,4.996129570104445,,,popular|trusted|open_now|exterior_wash|car_supported
imp_evt_00256,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:22+00:00,nearby,ChIJMfw2TQAvdTER1SLfRI5lVQM,Rửa xe Ô tô - Xe máy 49 Thành Thái,71,0.605513,0.505602,3.9915595480837234,,,close|high_rating|open_now|service_rich|exterior_wash|car_supported
imp_evt_00257,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:24+00:00,nearby,ChIJZcUIDgApdTERdA46njrocSk,bãi giữ xe Tiến Dương,72,0.558068,0.505107,3.554717436528053,,,close|high_rating|open_now|exterior_wash|car_supported
imp_evt_00258,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:26+00:00,nearby,ChIJgwxC60spdTER3x4ANrltVxE,40 phan tây hồ,73,0.637592,0.503911,4.862210137938674,,,high_rating|trusted|open_now|exterior_wash|car_supported
imp_evt_00259,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:28+00:00,nearby,ChIJSxP8MwYtdTERSJoQpDIRBDM,RỬA XE CƯỜNG THỊNH,74,0.623444,0.503398,4.700807745658315,,,high_rating|open_now|exterior_wash|car_supported
imp_evt_00260,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:30+00:00,nearby,ChIJdxjE8JMpdTERnAUyvPtxWuo,Car and motorcycle detailing,75,0.595864,0.49718,4.018753665611362,,,high_rating|open_now|service_rich|exterior_wash|detailing
imp_evt_00261,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:32+00:00,nearby,ChIJ92uFsuYudTERvyQu9b8g8Ws,Rửa Xe Hiếu,76,0.641598,0.49425,5.045397399490522,,,popular|trusted|open_now|exterior_wash
imp_evt_00262,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:34+00:00,nearby,ChIJTWxEfyUrdTERK5FoRgrpB2U,ADTEDEK Detailing | Dịch Vụ Rửa & Chăm Sóc Xe,77,0.620177,0.492538,4.678532033126051,,,open_now|service_rich|exterior_wash|detailing
imp_evt_00263,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:36+00:00,nearby,ChIJv6G-7lUpdTERQgfBIeAeSk4,Rửa xe 77,78,0.653238,0.492207,5.16837027346686,,,high_rating|trusted|open_now|exterior_wash|car_supported
imp_evt_00264,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:38+00:00,nearby,ChIJK7D8m28pdTEREKgyK6aySo8,Auto Care 68 - Chăm Sóc Xe Hơi Quận 12,79,0.721274,0.491046,5.1665361350841845,,,high_rating|trusted|open_now|service_rich|exterior_wash|detailing
imp_evt_00265,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:40+00:00,nearby,ChIJM5mkDZgudTERa_PHXXgHoII,Rửa xe Hoàng Quân,80,0.565308,0.486371,3.365536259106554,,,close|trusted|open_now|exterior_wash
imp_evt_00266,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:42+00:00,nearby,ChIJjysE6x0pdTERwqN6DiGix8w,Dịch Vụ Rửa Xe 5 Sao,81,0.569308,0.484167,4.149328628037017,,,high_rating|trusted|open_now|exterior_wash
imp_evt_00267,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:44+00:00,nearby,ChIJGfU0Z-ovdTERc2ehGxgW5Os,Tiệm Sửa Xe Rửa Xe Máy 528,82,0.644308,0.481219,5.364790836369673,,,high_rating|trusted|open_now|exterior_wash|motorbike_supported
imp_evt_00268,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:46+00:00,nearby,ChIJ38H8RSYtdTERwnKFSQ6DmEk,Rửa Xe Chuyên Nghiệp 409,83,0.605876,0.478952,4.785011276474639,,,open_now|exterior_wash|car_supported
imp_evt_00269,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:48+00:00,nearby,ChIJZXS7KtkudTERR1DL-aT9xH8,Rửa xe Kỳ Hòa,84,0.641368,0.476737,4.364898604138648,,,popular|trusted|open_now|exterior_wash|car_supported
imp_evt_00270,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:50+00:00,nearby,ChIJO-rw2AcpdTERr0SQMgVXXwQ,Anh Thắng Service - Trung Tâm Chăm Sóc Xe Hơi Chuyên Nghiệp,85,0.677524,0.476665,5.694852387222287,,,high_rating|trusted|open_now|service_rich|exterior_wash|detailing
imp_evt_00271,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:52+00:00,nearby,ChIJbbjeA9spdTER80lmGQK94QU,"🔧 Sửa Xe Tay Ga – Làm Nồi Tay Ga – Rửa Xe Moto Uy Tín Tại số 88 Nguyễn khuyến, Quận Bình Thạnh, TP.HCM",86,0.723738,0.473058,6.4061428343945614,,,high_rating|trusted|open_now|service_rich|exterior_wash|car_supported
imp_evt_00272,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:54+00:00,nearby,ChIJ8U3PEYcpdTERG1wm9NrHBgw,BÃI GIỮ XE & RỬA XE OTO 24/7,87,0.623444,0.47275,5.26998260614717,,,high_rating|open_now|exterior_wash|car_supported
imp_evt_00273,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:56+00:00,nearby,ChIJ2yMrw_8pdTER0DH_CbI0avI,Tiêm rửa xe phương thảo,88,0.554296,0.464838,4.156745045389811,,,high_rating|open_now|exterior_wash|car_supported
imp_evt_00274,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:58+00:00,nearby,ChIJOaLdHtUudTERUEZfCm_bDLs,Rửa Xe Tiến Đạt 2,89,0.550944,0.463007,3.640200723657982,,,close|trusted|open_now|exterior_wash
imp_evt_00275,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:00+00:00,nearby,ChIJcS_VSGIvdTERHwe7ppb-zVI,Rửa xe Nam,90,0.503091,0.462681,3.4921959478674767,,,close|open_now|exterior_wash|car_supported
