slot_event_id,query_id,search_event_id,user_id,session_id,event_ts,search_mode,merchant_id,merchant_name,slot_event_type,slot_id,slot_start_ts,slot_end_ts,slot_rank,slot_selected,booking_event_id
slot_evt_000176,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:10:54+00:00,nearby,ChIJ6cG9LpordTER2-KaPOsMb7U,Hệ Thống Rửa Xe Siêu Nhân Xanh,slot_shown,ChIJ6cG9LpordTER2-KaPOsMb7U_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000177,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:10:58+00:00,nearby,ChIJ6cG9LpordTER2-KaPOsMb7U,Hệ Thống Rửa Xe Siêu Nhân Xanh,slot_shown,ChIJ6cG9LpordTER2-KaPOsMb7U_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000178,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:11:02+00:00,nearby,ChIJ6cG9LpordTER2-KaPOsMb7U,Hệ Thống Rửa Xe Siêu Nhân Xanh,slot_shown,ChIJ6cG9LpordTER2-KaPOsMb7U_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000179,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:10:59+00:00,nearby,ChIJgfiozZcrdTERgrpi6nzaZUw,Tiệm Rửa Xe Lợi,slot_shown,ChIJgfiozZcrdTERgrpi6nzaZUw_slot_1,2026-03-25T09:00:00+00:00,2026-03-25T09:45:00+00:00,1,False,
slot_evt_000180,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:11:03+00:00,nearby,ChIJgfiozZcrdTERgrpi6nzaZUw,Tiệm Rửa Xe Lợi,slot_shown,ChIJgfiozZcrdTERgrpi6nzaZUw_slot_2,2026-03-25T11:00:00+00:00,2026-03-25T11:45:00+00:00,2,False,
slot_evt_000181,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:11:07+00:00,nearby,ChIJgfiozZcrdTERgrpi6nzaZUw,Tiệm Rửa Xe Lợi,slot_shown,ChIJgfiozZcrdTERgrpi6nzaZUw_slot_3,2026-03-25T14:00:00+00:00,2026-03-25T14:45:00+00:00,3,False,
slot_evt_000182,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:11:29+00:00,nearby,ChIJvxjCZQArdTERbx0gfTlKUB8,Tiệm Rửa Xe ÔTÔ & Xe Máy Dũng Hoàng,slot_shown,ChIJvxjCZQArdTERbx0gfTlKUB8_slot_1,2026-03-25T09:00:00+00:00,2026-03-25T09:45:00+00:00,1,False,
slot_evt_000183,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:11:33+00:00,nearby,ChIJvxjCZQArdTERbx0gfTlKUB8,Tiệm Rửa Xe ÔTÔ & Xe Máy Dũng Hoàng,slot_shown,ChIJvxjCZQArdTERbx0gfTlKUB8_slot_2,2026-03-25T11:00:00+00:00,2026-03-25T11:45:00+00:00,2,False,
slot_evt_000184,nearby_q_011,search_evt_0011,user_002,session_002_02,2026-03-22T10:11:37+00:00,nearby,ChIJvxjCZQArdTERbx0gfTlKUB8,Tiệm Rửa Xe ÔTÔ & Xe Máy Dũng Hoàng,slot_shown,ChIJvxjCZQArdTERbx0gfTlKUB8_slot_3,2026-03-25T14:00:00+00:00,2026-03-25T14:45:00+00:00,3,False,
slot_evt_000185,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:14+00:00,nearby,ChIJaRNnpqUpdTERc_-eo8TslVY,Prime Shine Detailing - Rửa Xe Ô Tô Tân Bình- Giữ Xe 24/24,slot_shown,ChIJaRNnpqUpdTERc_-eo8TslVY_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000186,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:18+00:00,nearby,ChIJaRNnpqUpdTERc_-eo8TslVY,Prime Shine Detailing - Rửa Xe Ô Tô Tân Bình- Giữ Xe 24/24,slot_shown,ChIJaRNnpqUpdTERc_-eo8TslVY_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000187,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:22+00:00,nearby,ChIJaRNnpqUpdTERc_-eo8TslVY,Prime Shine Detailing - Rửa Xe Ô Tô Tân Bình- Giữ Xe 24/24,slot_shown,ChIJaRNnpqUpdTERc_-eo8TslVY_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000188,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:19+00:00,nearby,ChIJ7RD6mUQpdTERda6cUV17nPc,Rửa xe máy,slot_shown,ChIJ7RD6mUQpdTERda6cUV17nPc_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000189,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:23+00:00,nearby,ChIJ7RD6mUQpdTERda6cUV17nPc,Rửa xe máy,slot_shown,ChIJ7RD6mUQpdTERda6cUV17nPc_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000190,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:27+00:00,nearby,ChIJ7RD6mUQpdTERda6cUV17nPc,Rửa xe máy,slot_shown,ChIJ7RD6mUQpdTERda6cUV17nPc_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000191,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:36+00:00,nearby,ChIJ7RD6mUQpdTERda6cUV17nPc,Rửa xe máy,slot_selected,ChIJ7RD6mUQpdTERda6cUV17nPc_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,True,booking_evt_00017
slot_evt_000192,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:24+00:00,nearby,ChIJ1ZUpBBEpdTERVTiWZz1qDEM,DIAMOND DETAILING - Chăm sóc xe chuyên nghiệp Tân Bình,slot_shown,ChIJ1ZUpBBEpdTERVTiWZz1qDEM_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000193,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:28+00:00,nearby,ChIJ1ZUpBBEpdTERVTiWZz1qDEM,DIAMOND DETAILING - Chăm sóc xe chuyên nghiệp Tân Bình,slot_shown,ChIJ1ZUpBBEpdTERVTiWZz1qDEM_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000194,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:32+00:00,nearby,ChIJ1ZUpBBEpdTERVTiWZz1qDEM,DIAMOND DETAILING - Chăm sóc xe chuyên nghiệp Tân Bình,slot_shown,ChIJ1ZUpBBEpdTERVTiWZz1qDEM_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000195,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:41+00:00,nearby,ChIJ1ZUpBBEpdTERVTiWZz1qDEM,DIAMOND DETAILING - Chăm sóc xe chuyên nghiệp Tân Bình,slot_selected,ChIJ1ZUpBBEpdTERVTiWZz1qDEM_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,True,booking_evt_00018
slot_evt_000196,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:24+00:00,nearby,ChIJ4125gUwpdTERrnzAA-z9GJs,TIỆM RỬA XE THAY NHỚT 25,slot_shown,ChIJ4125gUwpdTERrnzAA-z9GJs_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000197,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:28+00:00,nearby,ChIJ4125gUwpdTERrnzAA-z9GJs,TIỆM RỬA XE THAY NHỚT 25,slot_shown,ChIJ4125gUwpdTERrnzAA-z9GJs_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000198,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:32+00:00,nearby,ChIJ4125gUwpdTERrnzAA-z9GJs,TIỆM RỬA XE THAY NHỚT 25,slot_shown,ChIJ4125gUwpdTERrnzAA-z9GJs_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000199,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:29+00:00,nearby,ChIJE15xZR8pdTERjhHTMKfts8c,Trung tâm chăm sóc xe Phước Thắng,slot_shown,ChIJE15xZR8pdTERjhHTMKfts8c_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000200,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:33+00:00,nearby,ChIJE15xZR8pdTERjhHTMKfts8c,Trung tâm chăm sóc xe Phước Thắng,slot_shown,ChIJE15xZR8pdTERjhHTMKfts8c_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000201,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:37+00:00,nearby,ChIJE15xZR8pdTERjhHTMKfts8c,Trung tâm chăm sóc xe Phước Thắng,slot_shown,ChIJE15xZR8pdTERjhHTMKfts8c_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000202,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:34+00:00,nearby,ChIJqyScx6gvdTERn7780zpzSEs,Rửa xe Trọng Hữu,slot_shown,ChIJqyScx6gvdTERn7780zpzSEs_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000203,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:38+00:00,nearby,ChIJqyScx6gvdTERn7780zpzSEs,Rửa xe Trọng Hữu,slot_shown,ChIJqyScx6gvdTERn7780zpzSEs_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000204,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:42+00:00,nearby,ChIJqyScx6gvdTERn7780zpzSEs,Rửa xe Trọng Hữu,slot_shown,ChIJqyScx6gvdTERn7780zpzSEs_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000205,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:49+00:00,nearby,ChIJuTqPJXQpdTERyZA9HLklfaY,Rửa xe,slot_shown,ChIJuTqPJXQpdTERyZA9HLklfaY_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000206,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:53+00:00,nearby,ChIJuTqPJXQpdTERyZA9HLklfaY,Rửa xe,slot_shown,ChIJuTqPJXQpdTERyZA9HLklfaY_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000207,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:17:57+00:00,nearby,ChIJuTqPJXQpdTERyZA9HLklfaY,Rửa xe,slot_shown,ChIJuTqPJXQpdTERyZA9HLklfaY_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000208,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:09+00:00,nearby,ChIJkSQ5sOsvdTERcNDqTNVgDCY,Rửa xe 79 Lý Thường Kiệt,slot_shown,ChIJkSQ5sOsvdTERcNDqTNVgDCY_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000209,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:13+00:00,nearby,ChIJkSQ5sOsvdTERcNDqTNVgDCY,Rửa xe 79 Lý Thường Kiệt,slot_shown,ChIJkSQ5sOsvdTERcNDqTNVgDCY_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000210,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:17+00:00,nearby,ChIJkSQ5sOsvdTERcNDqTNVgDCY,Rửa xe 79 Lý Thường Kiệt,slot_shown,ChIJkSQ5sOsvdTERcNDqTNVgDCY_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000211,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:09+00:00,nearby,ChIJBVGXtx4pdTERLe9VRcHr_Ao,Rửa xe hơi,slot_shown,ChIJBVGXtx4pdTERLe9VRcHr_Ao_slot_1,2026-03-25T09:00:00+00:00,2026-03-25T09:45:00+00:00,1,False,
slot_evt_000212,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:13+00:00,nearby,ChIJBVGXtx4pdTERLe9VRcHr_Ao,Rửa xe hơi,slot_shown,ChIJBVGXtx4pdTERLe9VRcHr_Ao_slot_2,2026-03-25T11:00:00+00:00,2026-03-25T11:45:00+00:00,2,False,
slot_evt_000213,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:17+00:00,nearby,ChIJBVGXtx4pdTERLe9VRcHr_Ao,Rửa xe hơi,slot_shown,ChIJBVGXtx4pdTERLe9VRcHr_Ao_slot_3,2026-03-25T14:00:00+00:00,2026-03-25T14:45:00+00:00,3,False,
slot_evt_000214,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:14+00:00,nearby,ChIJlyvZpuQrdTERgPYy_5tbByM,Tiệm Rửa Xe - Thay Nhớt Ô Tô,slot_shown,ChIJlyvZpuQrdTERgPYy_5tbByM_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000215,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:18+00:00,nearby,ChIJlyvZpuQrdTERgPYy_5tbByM,Tiệm Rửa Xe - Thay Nhớt Ô Tô,slot_shown,ChIJlyvZpuQrdTERgPYy_5tbByM_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000216,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:22+00:00,nearby,ChIJlyvZpuQrdTERgPYy_5tbByM,Tiệm Rửa Xe - Thay Nhớt Ô Tô,slot_shown,ChIJlyvZpuQrdTERgPYy_5tbByM_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000217,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:19+00:00,nearby,ChIJPQ8m-2EpdTERZKS8WSDmA08,Vá Vỏ Lưu Động - Rửa Xe ô tô Quận Tân Bình - Phượng Lân,slot_shown,ChIJPQ8m-2EpdTERZKS8WSDmA08_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000218,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:23+00:00,nearby,ChIJPQ8m-2EpdTERZKS8WSDmA08,Vá Vỏ Lưu Động - Rửa Xe ô tô Quận Tân Bình - Phượng Lân,slot_shown,ChIJPQ8m-2EpdTERZKS8WSDmA08_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000219,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:27+00:00,nearby,ChIJPQ8m-2EpdTERZKS8WSDmA08,Vá Vỏ Lưu Động - Rửa Xe ô tô Quận Tân Bình - Phượng Lân,slot_shown,ChIJPQ8m-2EpdTERZKS8WSDmA08_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000220,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:24+00:00,nearby,ChIJgSi0jeArdTERVfVaVYFHD1I,Tiệm Rửa Xe 33,slot_shown,ChIJgSi0jeArdTERVfVaVYFHD1I_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000221,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:28+00:00,nearby,ChIJgSi0jeArdTERVfVaVYFHD1I,Tiệm Rửa Xe 33,slot_shown,ChIJgSi0jeArdTERVfVaVYFHD1I_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000222,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:37+00:00,nearby,ChIJgSi0jeArdTERVfVaVYFHD1I,Tiệm Rửa Xe 33,slot_selected,ChIJgSi0jeArdTERVfVaVYFHD1I_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,True,
slot_evt_000223,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:32+00:00,nearby,ChIJgSi0jeArdTERVfVaVYFHD1I,Tiệm Rửa Xe 33,slot_shown,ChIJgSi0jeArdTERVfVaVYFHD1I_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000224,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:54+00:00,nearby,ChIJ71DAuAEsdTERTkng6PCOjp8,RỬA XE CƯỜNG,slot_shown,ChIJ71DAuAEsdTERTkng6PCOjp8_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000225,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:18:58+00:00,nearby,ChIJ71DAuAEsdTERTkng6PCOjp8,RỬA XE CƯỜNG,slot_shown,ChIJ71DAuAEsdTERTkng6PCOjp8_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000226,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:02+00:00,nearby,ChIJ71DAuAEsdTERTkng6PCOjp8,RỬA XE CƯỜNG,slot_shown,ChIJ71DAuAEsdTERTkng6PCOjp8_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000227,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:04+00:00,nearby,ChIJ9xOW4RErdTERn0I4o_CR9J0,Tổng Kho Thiết Bị Rửa Xe Hồ Chí Minh - Miền Nam,slot_shown,ChIJ9xOW4RErdTERn0I4o_CR9J0_slot_1,2026-03-25T09:00:00+00:00,2026-03-25T09:45:00+00:00,1,False,
slot_evt_000228,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:08+00:00,nearby,ChIJ9xOW4RErdTERn0I4o_CR9J0,Tổng Kho Thiết Bị Rửa Xe Hồ Chí Minh - Miền Nam,slot_shown,ChIJ9xOW4RErdTERn0I4o_CR9J0_slot_2,2026-03-25T11:00:00+00:00,2026-03-25T11:45:00+00:00,2,False,
slot_evt_000229,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:12+00:00,nearby,ChIJ9xOW4RErdTERn0I4o_CR9J0,Tổng Kho Thiết Bị Rửa Xe Hồ Chí Minh - Miền Nam,slot_shown,ChIJ9xOW4RErdTERn0I4o_CR9J0_slot_3,2026-03-25T14:00:00+00:00,2026-03-25T14:45:00+00:00,3,False,
slot_evt_000230,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:04+00:00,nearby,ChIJg3q4BHMpdTERTvfOjDMAfnw,Trung tâm Chăm sóc xe chuyên nghiệp Minh Huy,slot_shown,ChIJg3q4BHMpdTERTvfOjDMAfnw_slot_1,2026-03-25T09:00:00+00:00,2026-03-25T09:45:00+00:00,1,False,
slot_evt_000231,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:08+00:00,nearby,ChIJg3q4BHMpdTERTvfOjDMAfnw,Trung tâm Chăm sóc xe chuyên nghiệp Minh Huy,slot_shown,ChIJg3q4BHMpdTERTvfOjDMAfnw_slot_2,2026-03-25T11:00:00+00:00,2026-03-25T11:45:00+00:00,2,False,
slot_evt_000232,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:12+00:00,nearby,ChIJg3q4BHMpdTERTvfOjDMAfnw,Trung tâm Chăm sóc xe chuyên nghiệp Minh Huy,slot_shown,ChIJg3q4BHMpdTERTvfOjDMAfnw_slot_3,2026-03-25T14:00:00+00:00,2026-03-25T14:45:00+00:00,3,False,
slot_evt_000233,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:39+00:00,nearby,ChIJPZmXbh8rdTERGxpIuP3LKdg,Rửa xe ô tô xe máy,slot_shown,ChIJPZmXbh8rdTERGxpIuP3LKdg_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000234,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:43+00:00,nearby,ChIJPZmXbh8rdTERGxpIuP3LKdg,Rửa xe ô tô xe máy,slot_shown,ChIJPZmXbh8rdTERGxpIuP3LKdg_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000235,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:52+00:00,nearby,ChIJPZmXbh8rdTERGxpIuP3LKdg,Rửa xe ô tô xe máy,slot_selected,ChIJPZmXbh8rdTERGxpIuP3LKdg_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,True,
slot_evt_000236,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:47+00:00,nearby,ChIJPZmXbh8rdTERGxpIuP3LKdg,Rửa xe ô tô xe máy,slot_shown,ChIJPZmXbh8rdTERGxpIuP3LKdg_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
slot_evt_000237,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:59+00:00,nearby,ChIJK7D8m28pdTEREKgyK6aySo8,Auto Care 68 - Chăm Sóc Xe Hơi Quận 12,slot_shown,ChIJK7D8m28pdTEREKgyK6aySo8_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000238,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:03+00:00,nearby,ChIJK7D8m28pdTEREKgyK6aySo8,Auto Care 68 - Chăm Sóc Xe Hơi Quận 12,slot_shown,ChIJK7D8m28pdTEREKgyK6aySo8_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000239,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:07+00:00,nearby,ChIJK7D8m28pdTEREKgyK6aySo8,Auto Care 68 - Chăm Sóc Xe Hơi Quận 12,slot_shown,ChIJK7D8m28pdTEREKgyK6aySo8_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000240,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:16+00:00,nearby,ChIJK7D8m28pdTEREKgyK6aySo8,Auto Care 68 - Chăm Sóc Xe Hơi Quận 12,slot_selected,ChIJK7D8m28pdTEREKgyK6aySo8_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,True,
slot_evt_000241,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:54+00:00,nearby,ChIJjysE6x0pdTERwqN6DiGix8w,Dịch Vụ Rửa Xe 5 Sao,slot_shown,ChIJjysE6x0pdTERwqN6DiGix8w_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000242,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:58+00:00,nearby,ChIJjysE6x0pdTERwqN6DiGix8w,Dịch Vụ Rửa Xe 5 Sao,slot_shown,ChIJjysE6x0pdTERwqN6DiGix8w_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000243,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:02+00:00,nearby,ChIJjysE6x0pdTERwqN6DiGix8w,Dịch Vụ Rửa Xe 5 Sao,slot_shown,ChIJjysE6x0pdTERwqN6DiGix8w_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000244,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:09+00:00,nearby,ChIJZXS7KtkudTERR1DL-aT9xH8,Rửa xe Kỳ Hòa,slot_shown,ChIJZXS7KtkudTERR1DL-aT9xH8_slot_1,2026-03-24T09:00:00+00:00,2026-03-24T09:45:00+00:00,1,False,
slot_evt_000245,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:13+00:00,nearby,ChIJZXS7KtkudTERR1DL-aT9xH8,Rửa xe Kỳ Hòa,slot_shown,ChIJZXS7KtkudTERR1DL-aT9xH8_slot_2,2026-03-24T11:00:00+00:00,2026-03-24T11:45:00+00:00,2,False,
slot_evt_000246,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:17+00:00,nearby,ChIJZXS7KtkudTERR1DL-aT9xH8,Rửa xe Kỳ Hòa,slot_shown,ChIJZXS7KtkudTERR1DL-aT9xH8_slot_3,2026-03-24T14:00:00+00:00,2026-03-24T14:45:00+00:00,3,False,
slot_evt_000247,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:19:59+00:00,nearby,ChIJO-rw2AcpdTERr0SQMgVXXwQ,Anh Thắng Service - Trung Tâm Chăm Sóc Xe Hơi Chuyên Nghiệp,slot_shown,ChIJO-rw2AcpdTERr0SQMgVXXwQ_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,False,
slot_evt_000248,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:08+00:00,nearby,ChIJO-rw2AcpdTERr0SQMgVXXwQ,Anh Thắng Service - Trung Tâm Chăm Sóc Xe Hơi Chuyên Nghiệp,slot_selected,ChIJO-rw2AcpdTERr0SQMgVXXwQ_slot_1,2026-03-23T09:00:00+00:00,2026-03-23T09:45:00+00:00,1,True,
slot_evt_000249,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:03+00:00,nearby,ChIJO-rw2AcpdTERr0SQMgVXXwQ,Anh Thắng Service - Trung Tâm Chăm Sóc Xe Hơi Chuyên Nghiệp,slot_shown,ChIJO-rw2AcpdTERr0SQMgVXXwQ_slot_2,2026-03-23T11:00:00+00:00,2026-03-23T11:45:00+00:00,2,False,
slot_evt_000250,nearby_q_012,search_evt_0012,user_003,session_003_02,2026-03-22T10:20:07+00:00,nearby,ChIJO-rw2AcpdTERr0SQMgVXXwQ,Anh Thắng Service - Trung Tâm Chăm Sóc Xe Hơi Chuyên Nghiệp,slot_shown,ChIJO-rw2AcpdTERr0SQMgVXXwQ_slot_3,2026-03-23T14:00:00+00:00,2026-03-23T14:45:00+00:00,3,False,
